MBKOM;NAKOM;SNKOM;RBGR;ADKOM
2000564;"GAUS GROUP 265-6310310003740-27;";GAUS;02098;DJURE DJAKOVICA BB
2000565;INSTITUT ZA VARILSTVO 275-10222701675-24;INSTITUT;00159;VOJISLAVA ILICA 59
2000568;AGENA D.O.O 160-142183-36;AGENA;01796;BRACE RIBNIKAR 63
2000669;JP EPS BEOGRAD 160-700-13;JP EPS;00159;BALKANSKA 13
1008899;"PROFIWELD;";PROFIWELD;02449;
2000569;IZOMETAL 160-376793-38;IZOMETAL;01673;OSMOG MARTA 1/III/12
2000570;JARBOLI ZASTAVE 205-168351-17;JARBOLI;00159;SRBOBRANSKA 21/3
2000571;IMPULS T 205-36050-93;IMPULS T;00159;PORESKA 3
2000567;DELIC TRANSPORT 160-280042-67;DELIC;00159;
2000572;OPSTA BOLNICA POZAREVAC 840-824667-15;BOLNICA POZAREVAC;02098;BRATSTVA JEDINSTVA 135
2000573;INOX PETROVIC 105-17877-39;INOX;02236;RASEVICA
2000574;AKI 160-524080-12;AKI;02449;IVANA DUNDULICA 7/2
6020200;AGENA DOO;AGENA;01796;Brace Ribnikar 63
6020201;NIK ELEKTRO DOO;NIK ELEKTRO;01972;Srpskih vladara 338
2000575;ANSAL STEEL 265-1630310004932-63,,;ANSAL;00159;KOSOVSKA 10
2000577;TIM LIDER 2014 160-421416-29;TIM LIDER;02450;VUKA KARADZICA 103
2000578;VAR MILUTINOVIC 205-263405-35;VAR;02450;KARADJORDJEVA 95
2000579;SMEXTRADE 160-461052-43;SMEX;00997;
2000581;VETERINARSKA STANICA SEDLARE330-4100047:;VETERINARSKA ST;02362;RESAVSKA BB
2000582;AIR-G 275-20221837775-28;AIR-G;00159;VIDIKOVACKI VENAC104A LOK
1221220;JPSC UZHMORMONTAZH UKRAINE;JPSA UKRAINE;00159;GVHKHKL
2000585;BTS KOMPAS 340-11006270-17;BTS;00159;OBILICEV VENAC 18-20
2000586;OFFICE 1 SUPERSTORE 205-1040310000363-36;OFFICE;00159;MILOSEV KLADENAC 14B
2000583;MDV KOMPRESOR 160-365368-72;MDV;02828;VUKA KARADZICA 3
2000584;"AUTOPREVOZNIK MITRANS 79 160-534805-41;";MITRANS;02450;
2000587;HIDRAULIK 83 150-44447-75;HIDRAULIK 83;02801;
1008544;ZIJIN BOR COPPER BOR;ZIJIN BOR;00250;DORDE VAJTERA
2000595;AGENCIJA ZA POSLOVNI KONSALTING SPESI CO;SPESI;00159;PEDJE MILOSAVLJEVIC 9
2000596;FAST TRANS B J 170-30042621000-33;FAST TRANS;01759;MAJORA GAVRILOVICA 57
2000597;SOBIM ENERGY 160527527-44;SOBIM;00159;VOJISLAVA ILICA 2/10
2000598;SIGMA TPC 155-28439-53;SIGMA TPC;01673;BRANKA COPICA 8A
2000599;KALEMEGDANSKA TERASA 160-327475-67;KALEMEGDANSKA TERA;00159;
2000600;BILJANA TRIFUNOVIC PR KONSUL.AKTIVN.;BILJANA TRIFUN;00159;DJORDJA NESICA 2
2000601;MUNJA PLUS 205-174827-86;MUNJA PLUS;01170;4-TI SEPTEMBAR 15
2000602;konst inzenjering 205-239379-42;KONS;02801;damjana maksica 2/158
1433133;LCC MRC RUSIJA;LCC MRC RUSIJA;00159;GBKN
1135233;GIGASENSE AB SVEDSKA;GIGASENSE SVEDSKA;03261;"KL;K;L;;"
1131233;OMERIN DIVISION SILISOL FRANCUSKA;OMERIN FRANCUSKA;00159;
3232333;PPT COMMERCE D.O.O. SLOVENIJA;PPT COMMERCE SLOVE;00159;
1221233;ENCON TECHNOLOGIES BUGARSKA;ENCON BUGARSKA;00159;
1313132;SEMO LTD BUGARSKA;SEMO BUGARSKA;00159;
1313321;NPO SIBELEKTROMOTOR LLC RUSIJA;NPO SIBEL RUSIJA;00159;
1323133;EUSKALFORGING SPANIJA;EUSKALFORNING SPAN;03256;
2000603;AGENCIJA ZA POSL.CONSULT.DILIGENS 160-45;AGENCIJA ZA POSLO;00159;DZONA KENEDIJA 10B
2000604;ATOM COMPUTERS D.O.O 160-337762-52;ATOM COMPUTERS;00159;ARSENIJA CARNOJEVICA 90
2000605;"DIARRA 150-1859077-19;";DIARRA;00159;BULEVAR ZORANA DJINDJICA
2000607;INSTITUT NI INSPEKT 105-1419-15;INSTITUT IN;01759;MILADINA POPOVICA 15
1011521;PAUL WURRTH ITALIA;PAUL;00967;
2000666;KONST INZENJERING 205-239379-42;KONST INZENJERING;02801;DAMNJANA MAKSICA 2/1/158
2000608;DSV ROAD 170-30000429007-33;DSV;01161;PRVA INDUSTRIJSKA BB
3232131;LBV TRADING LIMITED VELIKA BRITANIJA;LBV VELIKA BRITANA;00159;
1143312;OOO TD ARZAMASKRANPRIBOR RUSIJA;ARZAMASKRANPR.RUSI;00159;
4132133;DACHSER G.M.B.H AUSTRIJA;DACHSER AUSTRIJA;00159;
4331131;OOO SIBIRSKIJ ELEKTROTEHNIC. ZAV. RUSIJA;OOO SEZ RUSIJA;00159;
1331311;ENCON TECHNOLOGIES BUGARSKA;ENCON BUGARSKA;00159;
2243433;OOO EDVIS RUSIJA;EDVIS RUSIJA;00159;
2000609;"LASER FERITI 310-213334-23;";LASER;00159;PANCEVACKI PUT 64A
2000610;IRV VAKUM SISTEM D.O.O 160-541288-089:;IRV VAKUM;00159;
2000611;PROHROM 155-160-15;PROHROM;00440;BULEVAR OSLOBODILACA CAC
2000612;SECAMCCTV CORPORATION 160-441423-51;SECAM;00159;VOJVODE BOGDANA 34
1008558;OBNOVA COMPANY;OBNOVA;00159;
2000613;VICTORIA CONSULTING 160-257853-92;VICTORIA;00159;GRANDIJEVA 196/19
1006108;JP EPS Ogranak TE-KO KOSTOLAC;TE-KO;01232;Nikole Tesle 5-7
2000614;DATALAB SR D.O.O. 265-1050310000469-56;DATALAB;00159;BUL.ARSENIJA CARNOJEVICA9
2000615;METALAC 205-7448-54;METALAC;00008;NOVACI
1223311;LIKA ELECTRONIC SRL ITALIJA;LIKA ITALIJA;00159;
2000616;NORTEC D.O. 2652410310004460-04;NORTEC;02586;TUK UGARNICE 14
2000617;TELA ELEKTRIK 160-382346-63;TELA;02599;SUPCINSKA 189 Z
2000618;ALBIREO 250-1380000995770-86;ALBIREO;02862;RADOVANA DRAGOVICA
2000619;NISKOGRADNJA 160-43624-57;NISKOGRADNJA;02450;PRVOG SRPSKOG USTANKA 52
2000620;KROKUS 160-920708-27;KROKUS;02450;GOLOBOK
2000621;SOCIET ZENERAL BANKA 275-20223249147-59;SOCIET ZENERAL BAN;00159;
2230001;MARSTECH SLOVACKA;MARSTECH SLOVACKAA;00159;
1006109;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;Nikole Tesle 5-7
1006110;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;
1006111;JP EPS Ogranak TE-KO Kostolac;TE-KO;01232;
2000650;JAVNI IZV N.MLADENOVIC 330-50001361-07;JAVNI IZV;02450;
2000651;ZANATSKA RADNJA ARGON J 330-45000965-48;ARGON J;02882;
2000652;NEVENA 170-50015296000-39;NEVENA;02450;
1131313;OOO MSO REVERS RUSIJA;REVERS RUSIJA;00159;
2000653;NIKOM AUTO 170-30014483000-74;NIKOM;01255;
2000654;UNIPROGRES D.O.O 160-182777-86;UNIPROGRES;02323;VLADIMIRA NADZORA BB
2000566;"STRONG PAN DRVO MOD265-6510310001442-04;";STRONG;01927;
1008089;Ogranak KOLUBARA;KOLUBARA;01389;
1008090;Ogranak KOLUBARA;KOLUBARA;01389;
1008093;Ogranak KOLUBARA;KOLUBARA;01389;
2000660;"PRIMASPEED D.O.O 265-1040310003411-10;";PRIMASPEED;00159;AUTOPUT ZA BEOGRAD 2
2000661;BOJIC REVIZIJA D.O.O 205-169451-15;BOJIC;02625;CARA DUSANA 1/II/14
2000656;gsp invest 330-7001888-66;GPS INVEST;02449;
2000663;ANDREJA  DOO 330-10000530-17;ANDREJA;02717;
2313231;FERMAT GROUP A.S. CESKA;FERMAT CESKA;00159;
2321111;KAPP NILES GMBH C CO.KG NEMACKA;KAPP NEMACKA;03252;
1232212;GOSTOLTST SLOVENIJA;GOSTOLTST SLOVENIA;00159;
2000664;STARI LOVAC 012 205-109974-63;STARI LOVAC;01232;INDUSTRIJSKA BB
2000665;"ellis enterprises east170-30042972000-5;";ELLIS;01325;mike stojanovica 15
2313131;ALFA PLASTIC S.A.S. ITALIJA;ALFA PLASTIC ITAJA;00159;
2000667;EUROBANK EFG 250-161000024503077;EUROBANK;02450;
2000668;"ASTRA SIM D.O.O 265-6210310005064-47;";ASTRA SIM;02625;NIKOLE PASICA 7
2000670;ADVOKAT MILE KORAC 325-950060004277556;ADVOKAT MILE;01796;
2000671;AUTOCACAK PROMET 160-463474-52;AUTOCACAK;00440;KONJEVICI BB
1132132;PINTSCH GMBH NEMACKA;PINTSCH NEMACKA;00159;
2000672;"APOTEKA FILY 205-6318377;";APOTEKA FILY;02450;I SRPSKOG USTANKA BR.69
2000673;IFA INTERNATIOMAL 205-8918-09;IFA;00159;
1006112;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;
2000674;INVESTGRADNJA 160-384895-79;INVESTGRADANJA;01413;JUG BOGDANOVA BB
1006113;JP EPS OGRANAK TE-KO Kostolac;TEKO;01232;
3213323;TELERADIO BALKAN D.O.O. HRVATSKA;TELERADIO HRVATSKA;03265;
1311321;AUXEMA-STEMMANN ESPANOLA,S.L. SPANIJA;AUXEMA-ST.SPANIJA;03256;
1313311;EZ-TOOLS GMBH NEMACKA;EZ-TOOLS NEMACKA;00159;
2000676;INSTITUT ZA NUKL. NAUKE 205-113606-31;INSTITUT;02929;MIKE PETROVICA ALASA 1214
2000675;VITA ELKO 160-377002-90;VITA ELKO;03120;VOJVODJANSKA 165
2000677;RADING 325-9500700030988-60;RADING;01261;
2000678;PAN KOMERC 205-5323-27;PAN KOMERC;02099;KNJAZA MILOSA 92/1
2000679;VLADA STRUJA 200-2796250101933-75;VLADA STRUJA;02895;SUMADIJSKA 56
2000680;ADVOKAT ZORAN STEVANOVIC 160-139270-45;ADVOKAT;02450;
2000681;RESTORAN GRB 155-14611-21;RESTORAN;00022;
2000682;SBB SOLUTIONS 170-15979-92;SBB;00159;BUL.PEKA DAPCEVICA 19
1006114;EPS OGRANAK TE-KO;TEKO;01232;NIKOLE TESLE 5-7
1005175;VARTIG;VARTIG;01759;
2000683;MARKET-COOP-TRGOVINA 160-920176-71;MARKET;01796;
2000688;PROELEKTRO 032 160-52545-27;PROELEKTRO;00837;
2000687;RAIL LAB 160-380888-72;RAIL LAB;01759;KNJAZEVACKA 163/13
2000685;SEMC CONSULTANTS 160-559167-93;SEMC;00159;MILOSA OBRENOVICA 118
2000686;TR.US.PR.RUDNIK 1703001574600088;RUDNIK;02450;MILANA MILAJKOVICA 8
1006115;JP EPS OGRANAK TE-KO KOSTOLAC;TEKO;01232;Nikole Tesle 5-7
1008156;JP EPS Ogranak RB KOLUBARA LAZAREVAC;KOLUBARA;01389;
1008157;JP EPS Ogranak KOLUBARA LAZAREVAC;KOLUBARA;01389;
2000689;STEEL-PROM 265-3710310000529-59;STEEL-PROM;02908;
6860681;IZVOR COM 265665031000021866;IZVOR COM;02450;
1008158;JP EPS Ogranak RB KOLUBARA Lazarevac;KOLUBARA;01389;
1008159;JP EPS Ogranak KOLUBARA Lazarevac;KOLUBARA;01389;TRG OSLOBODENJA 1
1008160;JP EPS Ogranak RB KOLUBARA Lazarevac;KOLUBARA;01389;TRG OSLOBODENJA 1
1008062;JP EPS Ogranak KOLUBARA Lazarevac;KOLUBARA;01389;
2000690;SKF COMERCE 265-1040310001195-62;SKF;00159;
2000684;BAS CELIk 018doo 160-508955-88,,;BAS CELIK;01759;TRIGLAVSKA 1/25
2000691;BAUM FELTT 170-50019866000-19;BAUM FELTT;02450;GRCAC
2000692;CELICAR 265-6520310000637-41;CELICAR;00159;
2000695;ROLLO DOORS DOO 170-30027883000-75:;ROLLO;01255;
1008162;JP EPS Ogranak KOLUBARA Lazarevac;KOLUBARA;01389;svetog save 1
2000696;AUTOPREVOZNIK LJUBISA STOJANOVIC 150-251;AUTOPREVOZNIK LJUA;01255;
1009192;BOBAN JELIC;BOBAN;00030;
2000701;RESTORAN VILA JELENA 170-50019004000-96;VILA JELENA;02098;
2000702;ESSPEED DOO 205-184428-92;ESSPEED;00159;
2000703;HAPFLUID 170-30019199000-09;HAPFLUID;00159;UGRINOVACKA 163
2000704;LUKA TERM 160-358745-56;LUKA TERM;00159;
2000705;WEST BEOCAR 170-30014819000-98;WEST;01796;
2000706;TERMO CIRA 200-2855300101933-95;TERMO CIRA;02895;
2000707;INSTITUT ZA STANDARDIZACIJU SRBIJE 840-;INSTITUT;00159;
2000708;BG HIDROMATIK 160-206524-43;BG HIDROMATIK;00159;
2000709;maks plast 340-12641-31;MAKS PLAST;01772;
2000710;"N TRADE 310-157643-62;";N TRADE;00159;
2000711;MOEVA PRODUCT 275-10228046750-63;MOEVA;00159;
1333131;UNIFRAX(DERBY) LTD ENGLESKA;UNIFRAX ENGLESKA;03268;
1311313;NITROLL TOMASZ LINK POLJSKA;NITROLL POLJSKA;00159;
1132313;GLEASON CUTTING TOOLS GMBH NEMACKA;GLEASON NEMACKA;03253;
1123335;A N O  H.K. METALLURG RUSIJA;H.K. METALLURG RUS;00159;
1133321;NAO ATALON VESPROM RUSIJA;NAO ATALON RUSIJA;00159;
2000712;HILTON 325-9500600020667-32;HILTON;00159;KRALJA MILANA BR 5
2000713;DEKOM 265-2210310000363-06;DEKOM;00962;
2000714;SASA TOPOLA 160-55596-31;SASA;02753;
2000715;ELEKTROSISTEM RSM 265-1050310000377-41;ELEKTROSISTEM;00159;
2000716;MOMA AGRAR 205-147653-31;MOMA;02098;
2000717;"BEOTECHNOCLIMA 150-1858901-62;";BEOTECHNOCLIMA;00159;
2000718;IZVOR COM 265-6650310000218-66;IZVOR COM;02450;
2000719;INTERHERMES TRADE 160-6098-18;INTERHERMES;00159;
2000720;"4m-capa doo 160-24855-69;";4M-CAPA;02450;
2000721;TELE GROUP 190-1270-57;TELE GROUP;00159;
2000722;STELIT 90 DOO 160-252252-17,,;STELIT;01817;
2000723;AG BIRO 165-70111137468-32;AG BIRO;00159;
0000724;LOOM OF FRUIT 340-11016498-82;LOOM OF;00159;
2000724;ELEKTRO MOTORNI POGONI 265-1110310000895;ELEKTRO MOTORNI;00159;
2000727;nenad panic preduzetnik 160-600000000962;NENAD P;02895;
2000728;F.E.G. SRECKO D.O.O 205-142932-32;SRECKO;00159;
2000729;"TRENDS FASHION DANILO MARKOVIC170-50024;";TREND S;00836;
1008164;JP RB Ogranak KOLUBARA Lazarevac;KOLUBARA;01389;SVETOG SAVE BR1
2000730;KRAFTWERKDESIGN 330-42000955-30;KRAFTWERK;01817;
2000731;PELCER 310174020-13;PELCER;02586;
2000732;PEKO KOMPRESORI 170-50017077000-90;KOMPRESORI;01261;
2000733;TRENDS FASHION DANILO MARKOVIC 170-50024;DANILO MARK;01759;
1003330;LJUBISA NOVAKOVIC;LJUBISA;00030;
2000734;AUDIO POWER 205-187948-08;AUDIO;01796;FUTOSKA 40
2000735;METALPRODUKT-HID 150-23707-21;METALPRODUKT;02801;ODZACI
2000736;TIS D.O.O 160-133954-85;TIS;00977;
1133313;GROB GMBH ANTRIEBSTECHNIN NEMACKA;GROB NEMACKA;03252;
2000737;M I S ELEKTRO160-452208-94;M I S;02450;
2000738;SUNSCREEN DOO 155-42318-29;SUNSCREEN;00997;
2000739;EMMEZETA RS 170-30004483000-11:;EMMEZETA;00159;
2000740;ELEKTROMORAVA STANOVI:;ELEKTROMORAVA;02450;
2000741;XLS DOO 275-102230221219-43;XLS;00159;
2000742;AVEXCOR 340-11024103-62;AVEXCOR;00962;
2000748;NJOKI TRANSPORT DOO 160-491165-11;NJOKI;02781;
2000749;PEKO KOMPRESORI 170-50017077000-90;PEKO;01261;
2000750;AUTOPREVOZNIK NN CVETKOVIC 330-33000893-;AUTOPREVOZNIK NN;01927;
2000751;STASTO 20526128493;STASTO;00159;
2000752;MIBAX COMMERCE DOO 205-65742-63;MIBAX;00159;
2000753;AUTOPREVOZNIK SLOBODAN TODOSIJ155-27996-;AUTOPREVOZNIK;00022;
2000757;STEEL SERVICE CENTAR 165-7008296264-60;STEEL SERV;02449;
1006116;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;NIKOLE TESLE 5-7
2000759;KARCHER DOO 160-550974-34;KARCHER;00159;IVANA MILUTINOVICA 81B
2000760;INTER WM 160-465681-27;INTER WM;00159;DESET AVIJATICARA 5
1312133;HCB EXPORT LTD STI TURSKA;HCB TURSKA;00159;
2000770;AKCIJSKA ROBA TR 250-2150001255780-63;AKCIJSKA;02586;FOCANSKA 24
2000771;YDRAVSTVENA USTANOVA LEK PALANKA;APOTEKA LEK;02450;PRVOG SRPSKOG USTANKA 106
2000772;TRISTREL 160-135245-92;TRISTREL;01759;DANICICEVA 11
2000773;HIDROTEH SISTEM 265-2050310000017-98;HIDROTEH;01796;
2000774;GUMA TIC TR I SERVIS 160-322312-36;GUMA TIC;01796;
2000775;INP BEOGRAD 160-211797-35;INP;00159;
2000777;AUTO ELEKTRO SERVIS 160-398257-54;AUTO ELEKTRO;02895;
2000778;METSO 340-11022264-50;METSO;00159;
2000779;METAL MARKET 205-69409-23;METAL MARKET;02895;
2000780;PETABYTE 165-7011555564-51;PETABYTE;00159;
2000781;AMBEX DOO 160-416929-07;AMBEX;00159;
2000782;METAL SERVIS 160-262375-09;METAL SERVIS;01673;
1313332;DR.GEORG MAURER GMBH NEMACKA;DR. GEORG NEMACKA;00159;
2000787;AMIGA 265-3210310000415-88;AMIGA;01261;
2000788;PRO ELEKTRO 032 160-525045-27;PRO ELEKTRO;00837;
2000789;SFI COFEE 160-534759-82:;SFI;01796;
4433344;HCB EXORT LTD STI TURSKA;HCB EXPORT TURSKA;00159;
1113113;DR. GEORG MAURER GMBH NEMACKA;DR. GEORGM NEMACKA;00159;
2000791;JUGOTRANSPORT SPED 155-23306-29;JUGOTRANSPOT;00159;
2000785;EXOR ETI 285-2041000000264-41;EXOR;00159;
1133133;CTUP ORKATRANS BELORUSIJA;ORKATRANS BELORUSI;00159;
3000213;POLSTAL SPOLKA JAWNA POLJSKA;POLSTAL POLJSKA;00159;
2000790;IDUX PRO 160-81428-38;IDUX;02450;
2313132;PINTSCH BUBENZER GMBH NEMACKA;PINTSCH NEMACKA;00159;
2333232;CHECKLINE EUROPE B.V. HOLANDIJA;CHECKLINE HOLANDIA;00159;
3345452;PROCEQ SA SVAJCARSKA;PROCEQ SVAJCARSKA;00159;
2000795;KIM PLUS 155-41006-85;KIM;00022;
2000786;VIP VIRTIKOM 330-3001663-95;VIRTIKOM;01759;
2000792;AUTOPERIONICA MB 2656650310000448-55;AUTOPERIONICA;02450;
2020795;knizara MOJA KNJIGA 330-50000592-83;KNJIZARA;02450;
2000800;GALEB ELECTRONICS 205-272195-49;GALEB;02625;
2000801;SOVA URBANA HIGIJENA 200-2712350101033-2;SOVA;00159;
2000802;stambena zajednica 200-3205580101887-53:;STAMBENA Z;02450;
2000783;DESPOTIKA 160345780-54;DESPOTIKA;02998;
2000784;EXPERO DOO 34011004410-68;EXPERO;00159;
2000803;MARGUS MINIST 275-10229753209-55:;MARGUS;02895;
1009596;METAL ART;NIS;01759;
2000804;CITY AUTOTEHNIK 160-443437-23;CITY AUTOT;00159;
2000805;SANI HEM DOO 220-137298-60:;SANI HEM;01796;
2000806;VUCOMM 285-2041000000150-92;VUCOM;00159;
2000807;TIM PROMET 160600000002301956;TIM;03023;
5654343;CMC GROUP DOO CRNA GORA;CMC GROUP CG;00159;DJ
2000809;OD-JU 220-135903-74;OD-JU;02450;
2000808;HYDROLUX 105-2170338-43;HYDROLUX;00159;
2000810;OLEO HEMIJA 265-1630310008065-73;OLEO HEMIJA;00159;
2000811;g ct shop 330-4019723-57;G CT SHOP;00159;
2000812;VAR RADOVANOVIC 265-6650310000684-26;VAR RADOV;02450;
2000813;DABOS SISTEM 330-50001413-45:;DABOS;02450;
2000814;ELEKTRO VIP MM 150-448478-36;ELEKTRO VIP;01708;
2000815;CISTO RADNJA ZA CIS.265-6650310000242-91;CISTO;00777;
1313113;TERAZ POLSTAL POLJSKA POLSTAL POLJSKA;POLSTAL POLJSKA;00159;
2000816;CITY AUTOTEHNIK160-443437-23;CITY;00159;
1100553;NOVA METALIKA;NOVA;00159;
1006117;OGRANAK TEKO KOSTOLAC;TEKO;01232;
2000817;KRAN ING 330-57000765-64;KRAN ING;01170;
2000818;MULTIFLORA 265-1110310000948-65;MULTIFLORA;02496;
2000819;DOBROVOLJNO VATROGASNO DRUSTVO 150-22031;DOBROVOLJNO VATR;02449;
2000820;TUR GASIKS 160-384706-64;TUR;01325;
2000821;RADNJA ZA GRADJEV.I PROIZ.POLJOP.MASINA:;PECA;02450;
2000822;SIN-KOM 275-10221606202-83;SIN-KOM;01983;
2000823;NON STOP SHOP 160-487203-63;NON STOP;02450;
2000824;"MD 160-22123-55;";MD;03210;
2000825;MAESTRO - AM 330-50001231-10;MAESTRO;02450;
2000826;format casa doo 160-300836-56;FORMAT;02895;
1232313;URED ZA KONZUL.POSL.REP.KAZAHSTAN,ZAGREB;UR.ZA.KONZ.P.R.K.Z;00159;
2000827;NS HIDRAULIK 170-50033750000-13;NS HIDRAULIK;02801;
1005599;LUKA RIJEKA;LUKA;02282;
2000828;ANADOR KO0NSALTING 330-4008530-74;ANADOR;00159;
2000829;EKO LUNA D.O.O 205-124890-32;EKO LUNA;02895;
2000830;"SPEKTAR 265-631031-0003878-98;";SPEKTAR;02369;
2000831;A.M.S.S TAKSI I SLEP SLUZBA 155-5780-33;A.M.S.S;00837;
2000832;FGMR BOJAN BOGDANOVIC 330-50001569-62;MOLER AZANJA;00030;
2000833;HEMING-BANAT 205-200476-60;HEMING;00131;
2000834;METALAC SMZR 3259500600051107-86;METALAC;02450;
2000835;MALEX CITY SERVICE 205-5701-57;MALEX;00159;
2000836;LIMO-DEX 105-40307-67;LIMO;01255;
2000837;"ELEKTRO UMI 160-521551-33;";ELEKTRO UMI;00095;
1006118;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;NIKOLE TESLE 5-7
2000838;SRDJAN RADIVOJEVIC DRVOTRANS 205-352569-;DRVOTRANS;01170;
2000839;TT PROJECT SOLUTIONS DOO 105-2209067-62;PROJECT;00159;
2000841;UR KAFANA AVLIJA 170-50033884000-78;AVLIJA;02450;
2000840;WATER JET YU 220-140437-52;WATER;02450;
2000842;ANKER ING D.O.O 160-269317-38;ANKER;01759;
2000843;STEELING SVILAJNAC 340-11426677-87,,;STEELING;02620;
2000844;PRINTUS 170-50009580000-123;PRINTUS;01261;
2000845;"TOSMASINE D.O. 165-7012311607-73;";TOSMASINE;00001;
2000846;TEHNO MAGMA 265-1630310008051-18;TEHNO MAGMA;00159;
2000847;LEVAK 170-30008160000-45;LEVAK;02471;
2000848;VESNA KRSTOJEVIC IZVRSITELJ 310-212325-3;IZVRSITE;02620;
1099596;CCC INDUSTRIAL ENGINEERING DOO BEOGRAD;CCC INDUSTRIAL;00159;
2000849;BETONJERKA SIP DOO 190-17040-83;BETONJER;00022;
2000850;WILO 170-300586590-65;WILO;00159;
2000851;D.I.V.KERAMIKA 170-50013564000-40;KERAMIKA;02450;
2000852;KEMEKO D.O.O 150-21411-22;KEMEKO;02862;
2000853;MALJEN DOO 105-2149150-72;MALJEN;00159;
2000854;BILJANA KRIN DOO 160-317393-49;BILJANA;00444;
2000856;AUTOPREVOZNIK CVETKOVICI-LJUPCETOVI 265-;AUTOPREVOZNIK;02450;
2000855;INSTALMONT 325-9500600002123-83;INSTALMONT;02450;
2000857;VODO CENTAR D.O.O 160-492590-04;VODO CENTAR;00159;
2000858;D I  N SERVIS 330-50001195-20;D I N SERV;02450;
2000859;MCB EDUKACIJA 160-240258-12;MCB;00159;
2000860;DJUNEKS 160-360077-37;DJUNEKS;02449;
2000861;AGENCIJA YA PROF.USAVR.PERMANENT 205-227;AGENCIJA;00159;
2000862;AUTOMEHANICAR DEJAN GAJIC 27520221647179;AUTOMEHAN;02450;
2332132;OOO KEP DIMAL RUSIJA;000 KEP DIMAL RUSI;00158;
2000863;EKO PLASTIK PLUS 160-429547-80;EKO PLAS;02450;
2000864;RADIANT 160-397003-33;RADIANT;00159;
2000865;SIMON ELEKTROMOTOR 220-79713-58;SIMON;02377;
2000866;INDUSTRIAL EQUIPMENT 340-11015724-76;INDUSTRIAL;00159;
1008773;TRANSMETAL;TRANSMETAL;02449;
2000867;FAVORIT PLUS  265-6650310000441-76;FAVORIT;02450;
0118877;SLADAN RANKOVIC;SLADAN;00030;
3323133;ENCON POLJSKA;ENCON POLJSKA;03272;
2000868;"VIBONA 160-98353-91;";VIBONA;00962;
2000869;frigoterm 170-30047130000-71;FRIGOTERM;00116;
2000870;PRINT M 105-2297297-85;PRINT M;01261;
2000871;geo team future 200-2897890101933-13;GEO TEAM;02450;
2000875;Republika Srbija komisija za hart. od vr;REPUBLIKA SRBIJA;00159;Omladinskih brigada 1/VII
2000876;DPS DIGITAL PRIN.CENT.160-214224-29;DPS;00159;
2000877;DMD GAS 265-6190310000882-83;DMD;00159;
2000878;AUTOPREVOZNIK SPEKTAR 205-36356-48;SPEKTAR;01759;
2000879;KV BRAEKS DOO 220-142424-08;KV BRAEKS;01255;
2000880;PROFITEST 275-10229753287-15;PROFITEST;02450;
4444144;REEL MAKINA V.I.I.S.V.T.L.S. TURSKA;REEL MAKINA TURSKA;03273;
1008165;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;01389;svetog save 1
2000881;DIV BETONSKI PRAGOVI 375-3078-82;DIV BETONSKI PRAG;02624;
2000882;SRPSKI KULTURNI KRUG 33015009331-78;SRPSKI;01796;
2000883;FRITECH 325-9500700036597-14;FRITECH;02162;
2000884;"RAZVITAK D.O.O 340-25395-84;";RAZVITAK;00753;RADE KONDICA 133
2000885;ADVOKAT CVETEK VJEKOSLAV 295-1230860-31;ADVOKAT;00159;
1006119;JP EPS Ogranak TE-KO Kostolac;TE-KO;01232;NIKOLE TESLE 5-7
1006120;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;NIKOLE TESLE 5-7
1006121;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;NIKOLE TESLE 5-7
1006122;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;
1006123;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;NIKOLE TESLE 5-7
1006124;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;NIKOLE TESLE 5-7
1008145;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;01389;SVETOG SAVE 1
2000887;ALFA GSM SERVIS ZA POP.RAC.265-665031000;SERVIS;02450;
2000888;IMPERIJALPROMET 205-272940-45;IMPERIJA;02895;
1019096;OGRANAK CHINA;CHINA;00159;
2000889;MINI GRADNJA 160-263291-74;MINI GRANJA;02450;
2000890;BA BUILDING-AS 310-11413898-12;BA BUILD;00493;
2000891;"AUTOPERIONICA IN 200-3225850101887-05;";AUTOPERIONICA;02450;
2000900;WELJA GREJANJE 160-414702-92;WELJA;00291;
1006125;JP EPS Ogranak TE-KO KOSTOLAC;TEKO;01232;NIKOLE TESLE 5-7
1500770;VINEL DOO;VINEL;00159;13 Oktobra
0500771;VEROLJUB GRUJOVIC PELLET;VEROLJUB GRUJOVICT;00291;Bikinje bb
1500771;VEROLJUB GRUJOVIC PELLET;VEROLJUB;00291;BIKINJE BB
2000892;MOJA CVECARA 250-1610002205780-04:;MOJA CVECARA;02450;
2000893;HEMOLUKS 325-9500500198556-11;HEMOLUKS;00159;
